UI,Name,Count,DateRange,PriorYearCount,PriorYearDateRange
D003220,"Conflict, Psychological",282,2025/01/01-2025/12/31,278,2024/01/01-2024/12/31
D003221,Confusion,1077,2025/01/01-2025/12/31,1125,2024/01/01-2024/12/31
D003223,Congo,39,2025/01/01-2025/12/31,47,2024/01/01-2024/12/31
D003224,Congo Red,86,2025/01/01-2025/12/31,114,2024/01/01-2024/12/31
D003225,"Hemorrhagic Fever Virus, Crimean-Congo",108,2025/01/01-2025/12/31,102,2024/01/01-2024/12/31
D003226,Congresses as Topic,608,2025/01/01-2025/12/31,715,2024/01/01-2024/12/31
D003227,"Conjugation, Genetic",136,2025/01/01-2025/12/31,130,2024/01/01-2024/12/31
D003228,Conjunctiva,439,2025/01/01-2025/12/31,475,2024/01/01-2024/12/31
D003229,Conjunctival Diseases,499,2025/01/01-2025/12/31,642,2024/01/01-2024/12/31
D003230,Conjunctival Neoplasms,97,2025/01/01-2025/12/31,115,2024/01/01-2024/12/31
D003231,Conjunctivitis,264,2025/01/01-2025/12/31,345,2024/01/01-2024/12/31
D003232,"Conjunctivitis, Acute Hemorrhagic",9,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D003233,"Conjunctivitis, Allergic",100,2025/01/01-2025/12/31,105,2024/01/01-2024/12/31
D003234,"Conjunctivitis, Bacterial",56,2025/01/01-2025/12/31,97,2024/01/01-2024/12/31
D003235,"Conjunctivitis, Inclusion",1,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D003236,"Conjunctivitis, Viral",21,2025/01/01-2025/12/31,24,2024/01/01-2024/12/31
D003237,Connecticut,90,2025/01/01-2025/12/31,94,2024/01/01-2024/12/31
D003238,Connective Tissue,11051,2025/01/01-2025/12/31,11280,2024/01/01-2024/12/31
D003239,Connective Tissue Cells,24044,2025/01/01-2025/12/31,21129,2024/01/01-2024/12/31
D003240,Connective Tissue Diseases,9600,2025/01/01-2025/12/31,10423,2024/01/01-2024/12/31
D003241,Consanguinity,207,2025/01/01-2025/12/31,189,2024/01/01-2024/12/31
D003242,Conscience,20,2025/01/01-2025/12/31,42,2024/01/01-2024/12/31
D003243,Consciousness,347,2025/01/01-2025/12/31,505,2024/01/01-2024/12/31
D003244,Consciousness Disorders,772,2025/01/01-2025/12/31,999,2024/01/01-2024/12/31
D003245,Consensus Statements as Topic,154,2025/01/01-2025/12/31,219,2024/01/01-2024/12/31
D003246,Conservation of Energy Resources,46,2025/01/01-2025/12/31,66,2024/01/01-2024/12/31
D003247,Conservation of Natural Resources,9801,2025/01/01-2025/12/31,9144,2024/01/01-2024/12/31
D003248,Constipation,652,2025/01/01-2025/12/31,676,2024/01/01-2024/12/31
D003249,Constitution and Bylaws,0,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D003250,Constriction,54,2025/01/01-2025/12/31,91,2024/01/01-2024/12/31
D003251,"Constriction, Pathologic",660,2025/01/01-2025/12/31,1153,2024/01/01-2024/12/31
D003252,Construction Materials,1185,2025/01/01-2025/12/31,1013,2024/01/01-2024/12/31
D003253,Consultants,46,2025/01/01-2025/12/31,98,2024/01/01-2024/12/31
D003254,Consumer Advocacy,16,2025/01/01-2025/12/31,22,2024/01/01-2024/12/31
D003255,Consumer Organizations,1711,2025/01/01-2025/12/31,1620,2024/01/01-2024/12/31
D003256,Community Participation,1717,2025/01/01-2025/12/31,1629,2024/01/01-2024/12/31
D003257,Consumer Product Safety,240,2025/01/01-2025/12/31,346,2024/01/01-2024/12/31
D003258,Consumer Behavior,917,2025/01/01-2025/12/31,728,2024/01/01-2024/12/31
D003259,Consummatory Behavior,1534,2025/01/01-2025/12/31,1331,2024/01/01-2024/12/31
D003260,Contact Inhibition,3,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D003261,Contact Lenses,350,2025/01/01-2025/12/31,337,2024/01/01-2024/12/31
D003262,"Contact Lenses, Extended-Wear",3,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D003263,"Contact Lenses, Hydrophilic",101,2025/01/01-2025/12/31,108,2024/01/01-2024/12/31
D003264,Containment of Biohazards,56,2025/01/01-2025/12/31,66,2024/01/01-2024/12/31
D003265,Contingent Negative Variation,26,2025/01/01-2025/12/31,20,2024/01/01-2024/12/31
D003266,Continuity of Patient Care,15285,2025/01/01-2025/12/31,15040,2024/01/01-2024/12/31
D003267,Contraception,735,2025/01/01-2025/12/31,741,2024/01/01-2024/12/31
D003268,Contraception Behavior,373,2025/01/01-2025/12/31,330,2024/01/01-2024/12/31
D003269,"Contraception, Immunologic",4,2025/01/01-2025/12/31,5,2024/01/01-2024/12/31
D003270,Contraceptive Agents,465,2025/01/01-2025/12/31,570,2024/01/01-2024/12/31
D003271,"Contraceptive Agents, Female",391,2025/01/01-2025/12/31,368,2024/01/01-2024/12/31
D003272,"Contraceptive Agents, Male",28,2025/01/01-2025/12/31,33,2024/01/01-2024/12/31
D003273,Contraceptive Devices,384,2025/01/01-2025/12/31,430,2024/01/01-2024/12/31
D003274,"Contraceptive Devices, Female",224,2025/01/01-2025/12/31,234,2024/01/01-2024/12/31
D003275,"Contraceptive Devices, Male",161,2025/01/01-2025/12/31,185,2024/01/01-2024/12/31
D003276,"Contraceptives, Oral",264,2025/01/01-2025/12/31,233,2024/01/01-2024/12/31
D003277,"Contraceptives, Oral, Combined",107,2025/01/01-2025/12/31,91,2024/01/01-2024/12/31
D003278,"Contraceptives, Oral, Hormonal",66,2025/01/01-2025/12/31,54,2024/01/01-2024/12/31
D003279,"Contraceptives, Oral, Sequential",0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003280,"Contraceptives, Oral, Synthetic",3,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D003281,"Contraceptives, Postcoital",13,2025/01/01-2025/12/31,20,2024/01/01-2024/12/31
D003282,"Contraceptives, Postcoital, Hormonal",0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003283,"Contraceptives, Postcoital, Synthetic",0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003284,Contract Services,28,2025/01/01-2025/12/31,34,2024/01/01-2024/12/31
D003285,Contractile Proteins,4001,2025/01/01-2025/12/31,4170,2024/01/01-2024/12/31
D003286,Contracture,186,2025/01/01-2025/12/31,264,2024/01/01-2024/12/31
D003287,Contrast Media,3088,2025/01/01-2025/12/31,3114,2024/01/01-2024/12/31
D003288,Contusions,69,2025/01/01-2025/12/31,107,2024/01/01-2024/12/31
D003289,Convalescence,41,2025/01/01-2025/12/31,30,2024/01/01-2024/12/31
D003290,"Convergence, Ocular",56,2025/01/01-2025/12/31,36,2024/01/01-2024/12/31
D003291,Conversion Disorder,72,2025/01/01-2025/12/31,89,2024/01/01-2024/12/31
D003292,Convulsants,9,2025/01/01-2025/12/31,18,2024/01/01-2024/12/31
D003294,"Seizures, Febrile",82,2025/01/01-2025/12/31,91,2024/01/01-2024/12/31
D003295,Convulsive Therapy,1151,2025/01/01-2025/12/31,1128,2024/01/01-2024/12/31
D003296,Cooking,1223,2025/01/01-2025/12/31,976,2024/01/01-2024/12/31
D003297,Cooking and Eating Utensils,7,2025/01/01-2025/12/31,10,2024/01/01-2024/12/31
D003298,Coombs Test,18,2025/01/01-2025/12/31,30,2024/01/01-2024/12/31
D003299,Cooperative Behavior,1801,2025/01/01-2025/12/31,1401,2024/01/01-2024/12/31
D003300,Copper,4089,2025/01/01-2025/12/31,3656,2024/01/01-2024/12/31
D003301,Copper Radioisotopes,80,2025/01/01-2025/12/31,53,2024/01/01-2024/12/31
D003302,Coprinus,6,2025/01/01-2025/12/31,6,2024/01/01-2024/12/31
D003303,Coprophagia,1,2025/01/01-2025/12/31,6,2024/01/01-2024/12/31
D003304,Coproporphyrinogen Oxidase,1,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D003305,Coproporphyrinogens,0,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D003306,Coproporphyrins,16,2025/01/01-2025/12/31,14,2024/01/01-2024/12/31
D003307,Copulation,40,2025/01/01-2025/12/31,36,2024/01/01-2024/12/31
D003308,Copying Processes,2382,2025/01/01-2025/12/31,1916,2024/01/01-2024/12/31
D003309,Copyright,10,2025/01/01-2025/12/31,15,2024/01/01-2024/12/31
D003310,Cor Triatriatum,5,2025/01/01-2025/12/31,16,2024/01/01-2024/12/31
D003311,Cord Factors,7,2025/01/01-2025/12/31,5,2024/01/01-2024/12/31
D003312,Coriolis Force,0,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D003313,Zea mays,2366,2025/01/01-2025/12/31,2264,2024/01/01-2024/12/31
D003314,Corn Oil,24,2025/01/01-2025/12/31,40,2024/01/01-2024/12/31
D003315,Cornea,2118,2025/01/01-2025/12/31,2091,2024/01/01-2024/12/31
D003316,Corneal Diseases,1881,2025/01/01-2025/12/31,1959,2024/01/01-2024/12/31
D003317,"Corneal Dystrophies, Hereditary",163,2025/01/01-2025/12/31,205,2024/01/01-2024/12/31
D003318,Corneal Opacity,48,2025/01/01-2025/12/31,67,2024/01/01-2024/12/31
D003319,Corneal Stroma,298,2025/01/01-2025/12/31,272,2024/01/01-2024/12/31
D003320,Corneal Ulcer,114,2025/01/01-2025/12/31,133,2024/01/01-2024/12/31
D003321,Cornell Medical Index,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003323,Coronary Aneurysm,89,2025/01/01-2025/12/31,119,2024/01/01-2024/12/31
D003324,Coronary Artery Disease,3522,2025/01/01-2025/12/31,3918,2024/01/01-2024/12/31
D003325,Coronary Care Units,62,2025/01/01-2025/12/31,67,2024/01/01-2024/12/31
D003326,Coronary Circulation,735,2025/01/01-2025/12/31,809,2024/01/01-2024/12/31
D003327,Coronary Disease,4618,2025/01/01-2025/12/31,5203,2024/01/01-2024/12/31
D003328,Coronary Thrombosis,76,2025/01/01-2025/12/31,75,2024/01/01-2024/12/31
D003329,Coronary Vasospasm,60,2025/01/01-2025/12/31,93,2024/01/01-2024/12/31
D003330,Coronary Vessel Anomalies,230,2025/01/01-2025/12/31,271,2024/01/01-2024/12/31
D003331,Coronary Vessels,1507,2025/01/01-2025/12/31,1655,2024/01/01-2024/12/31
D003332,Coronaviridae,20311,2025/01/01-2025/12/31,25127,2024/01/01-2024/12/31
D003333,Coronaviridae Infections,25474,2025/01/01-2025/12/31,36910,2024/01/01-2024/12/31
D003334,Coroners and Medical Examiners,38,2025/01/01-2025/12/31,47,2024/01/01-2024/12/31
D003335,Corpora Allata,4,2025/01/01-2025/12/31,4,2024/01/01-2024/12/31
D003336,Tectum Mesencephali,127,2025/01/01-2025/12/31,143,2024/01/01-2024/12/31
D003337,Corpus Callosum,227,2025/01/01-2025/12/31,258,2024/01/01-2024/12/31
D003338,Corpus Luteum,73,2025/01/01-2025/12/31,87,2024/01/01-2024/12/31
D003339,Corpus Luteum Hormones,743,2025/01/01-2025/12/31,896,2024/01/01-2024/12/31
D003340,Corpus Luteum Maintenance,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003341,Luteolysis,10,2025/01/01-2025/12/31,12,2024/01/01-2024/12/31
D003342,Corpus Striatum,1273,2025/01/01-2025/12/31,1186,2024/01/01-2024/12/31
D003343,Corrosion,325,2025/01/01-2025/12/31,343,2024/01/01-2024/12/31
D003344,Cortical Synchronization,51,2025/01/01-2025/12/31,25,2024/01/01-2024/12/31
D003345,Corticosterone,431,2025/01/01-2025/12/31,440,2024/01/01-2024/12/31
D003346,Corticotropin-Releasing Hormone,125,2025/01/01-2025/12/31,148,2024/01/01-2024/12/31
D003348,Cortisone,44,2025/01/01-2025/12/31,61,2024/01/01-2024/12/31
D003349,Cortisone Reductase,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003350,Cortodoxone,13,2025/01/01-2025/12/31,15,2024/01/01-2024/12/31
D003352,Corynebacterium,223,2025/01/01-2025/12/31,212,2024/01/01-2024/12/31
D003353,Corynebacterium diphtheriae,31,2025/01/01-2025/12/31,33,2024/01/01-2024/12/31
D003354,Corynebacterium Infections,123,2025/01/01-2025/12/31,117,2024/01/01-2024/12/31
D003355,Corynebacterium pyogenes,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003357,Cosmetic Techniques,2941,2025/01/01-2025/12/31,3240,2024/01/01-2024/12/31
D003358,Cosmetics,1357,2025/01/01-2025/12/31,1557,2024/01/01-2024/12/31
D003359,Cosmic Radiation,59,2025/01/01-2025/12/31,66,2024/01/01-2024/12/31
D003360,Cosmids,0,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D003361,Cost Allocation,1,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003362,Cost-Benefit Analysis,3756,2025/01/01-2025/12/31,3232,2024/01/01-2024/12/31
D003363,Cost Control,290,2025/01/01-2025/12/31,258,2024/01/01-2024/12/31
D003364,Costa Rica,127,2025/01/01-2025/12/31,127,2024/01/01-2024/12/31
D003365,Costs and Cost Analysis,10263,2025/01/01-2025/12/31,8496,2024/01/01-2024/12/31
D003366,Cosyntropin,19,2025/01/01-2025/12/31,19,2024/01/01-2024/12/31
D003367,Cotinine,98,2025/01/01-2025/12/31,140,2024/01/01-2024/12/31
D003368,Gossypium,508,2025/01/01-2025/12/31,463,2024/01/01-2024/12/31
D003369,Cottonseed Oil,24,2025/01/01-2025/12/31,27,2024/01/01-2024/12/31
D003370,Coturnix,134,2025/01/01-2025/12/31,148,2024/01/01-2024/12/31
D003371,Cough,445,2025/01/01-2025/12/31,608,2024/01/01-2024/12/31
D003372,Coumaphos,6,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D003373,Coumaric Acids,374,2025/01/01-2025/12/31,329,2024/01/01-2024/12/31
D003374,Coumarins,1354,2025/01/01-2025/12/31,1477,2024/01/01-2024/12/31
D003375,Coumestrol,7,2025/01/01-2025/12/31,6,2024/01/01-2024/12/31
D003376,Counseling,1169,2025/01/01-2025/12/31,1296,2024/01/01-2024/12/31
D003377,Countercurrent Distribution,44,2025/01/01-2025/12/31,53,2024/01/01-2024/12/31
D003378,Counterimmunoelectrophoresis,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003379,Countertransference,26,2025/01/01-2025/12/31,34,2024/01/01-2024/12/31
D003380,Courtship,67,2025/01/01-2025/12/31,59,2024/01/01-2024/12/31
D003381,Coxiella,131,2025/01/01-2025/12/31,131,2024/01/01-2024/12/31
D003384,Coxsackievirus Infections,189,2025/01/01-2025/12/31,193,2024/01/01-2024/12/31
D003386,Brachyura,366,2025/01/01-2025/12/31,385,2024/01/01-2024/12/31
D003387,Cracked Tooth Syndrome,17,2025/01/01-2025/12/31,11,2024/01/01-2024/12/31
D003388,"Cranial Fossa, Posterior",105,2025/01/01-2025/12/31,127,2024/01/01-2024/12/31
D003389,Cranial Nerve Diseases,3204,2025/01/01-2025/12/31,3748,2024/01/01-2024/12/31
D003390,Cranial Nerve Neoplasms,428,2025/01/01-2025/12/31,433,2024/01/01-2024/12/31
D003391,Cranial Nerves,2011,2025/01/01-2025/12/31,2271,2024/01/01-2024/12/31
D003392,Cranial Sinuses,149,2025/01/01-2025/12/31,241,2024/01/01-2024/12/31
D003393,Cranial Sutures,94,2025/01/01-2025/12/31,90,2024/01/01-2024/12/31
D003394,Craniofacial Dysostosis,101,2025/01/01-2025/12/31,132,2024/01/01-2024/12/31
D003395,Craniology,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003397,Craniopharyngioma,162,2025/01/01-2025/12/31,160,2024/01/01-2024/12/31
D003398,Craniosynostoses,327,2025/01/01-2025/12/31,365,2024/01/01-2024/12/31
D003399,Craniotomy,573,2025/01/01-2025/12/31,689,2024/01/01-2024/12/31
D003400,Astacoidea,136,2025/01/01-2025/12/31,147,2024/01/01-2024/12/31
D003401,Creatine,259,2025/01/01-2025/12/31,224,2024/01/01-2024/12/31
D003402,Creatine Kinase,279,2025/01/01-2025/12/31,283,2024/01/01-2024/12/31
D003404,Creatinine,1311,2025/01/01-2025/12/31,1424,2024/01/01-2024/12/31
D003405,Creativity,383,2025/01/01-2025/12/31,315,2024/01/01-2024/12/31
D003406,Credentialing,834,2025/01/01-2025/12/31,979,2024/01/01-2024/12/31
D003407,Creosote,3,2025/01/01-2025/12/31,4,2024/01/01-2024/12/31
D003408,Cresols,129,2025/01/01-2025/12/31,120,2024/01/01-2024/12/31
D003409,Congenital Hypothyroidism,92,2025/01/01-2025/12/31,85,2024/01/01-2024/12/31
D003410,Cri-du-Chat Syndrome,5,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D003411,Arvicolinae,1091,2025/01/01-2025/12/31,1196,2024/01/01-2024/12/31
D003412,Cricetulus,519,2025/01/01-2025/12/31,599,2024/01/01-2024/12/31
D003413,Cricoid Cartilage,50,2025/01/01-2025/12/31,55,2024/01/01-2024/12/31
D003414,Crigler-Najjar Syndrome,3,2025/01/01-2025/12/31,6,2024/01/01-2024/12/31
D003415,Crime,6418,2025/01/01-2025/12/31,7009,2024/01/01-2024/12/31
D003416,Criminal Law,139,2025/01/01-2025/12/31,150,2024/01/01-2024/12/31
D003417,Criminal Psychology,18,2025/01/01-2025/12/31,21,2024/01/01-2024/12/31
D003418,Criminology,8980,2025/01/01-2025/12/31,9441,2024/01/01-2024/12/31
D003419,Crisis Intervention,126,2025/01/01-2025/12/31,154,2024/01/01-2024/12/31
D003420,Crisscross Heart,2,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D003421,Crithidia,10,2025/01/01-2025/12/31,6,2024/01/01-2024/12/31
D003422,Critical Care,1769,2025/01/01-2025/12/31,2061,2024/01/01-2024/12/31
D003423,"Critical Period, Psychological",10,2025/01/01-2025/12/31,8,2024/01/01-2024/12/31
D003424,Crohn Disease,1685,2025/01/01-2025/12/31,1870,2024/01/01-2024/12/31
D003425,Flurogestone Acetate,2,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003426,"Crop, Avian",3,2025/01/01-2025/12/31,4,2024/01/01-2024/12/31
D003427,Cross Circulation,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003428,Cross Infection,1713,2025/01/01-2025/12/31,1575,2024/01/01-2024/12/31
D003429,Cross Reactions,397,2025/01/01-2025/12/31,312,2024/01/01-2024/12/31
D003430,Cross-Sectional Studies,49043,2025/01/01-2025/12/31,44531,2024/01/01-2024/12/31
D003431,Cross-Cultural Comparison,883,2025/01/01-2025/12/31,804,2024/01/01-2024/12/31
D003432,Cross-Linking Reagents,1082,2025/01/01-2025/12/31,831,2024/01/01-2024/12/31
D003433,"Crosses, Genetic",92,2025/01/01-2025/12/31,80,2024/01/01-2024/12/31
D003434,"Crossing Over, Genetic",73,2025/01/01-2025/12/31,49,2024/01/01-2024/12/31
D003435,Crotalid Venoms,155,2025/01/01-2025/12/31,141,2024/01/01-2024/12/31
D003436,Croton Oil,7,2025/01/01-2025/12/31,8,2024/01/01-2024/12/31
D003437,Crotonates,31,2025/01/01-2025/12/31,50,2024/01/01-2024/12/31
D003439,Crotoxin,12,2025/01/01-2025/12/31,6,2024/01/01-2024/12/31
D003440,Croup,16,2025/01/01-2025/12/31,18,2024/01/01-2024/12/31
D003441,Crowding,146,2025/01/01-2025/12/31,143,2024/01/01-2024/12/31
D003442,Crowns,670,2025/01/01-2025/12/31,645,2024/01/01-2024/12/31
D003444,Crush Syndrome,28,2025/01/01-2025/12/31,34,2024/01/01-2024/12/31
D003445,Crustacea,2324,2025/01/01-2025/12/31,2297,2024/01/01-2024/12/31
D003446,Crutches,8,2025/01/01-2025/12/31,10,2024/01/01-2024/12/31
D003448,Crying,72,2025/01/01-2025/12/31,73,2024/01/01-2024/12/31
D003449,Cryoglobulinemia,37,2025/01/01-2025/12/31,43,2024/01/01-2024/12/31
D003450,Cryoglobulins,9,2025/01/01-2025/12/31,19,2024/01/01-2024/12/31
D003451,Cryoprotective Agents,416,2025/01/01-2025/12/31,395,2024/01/01-2024/12/31
D003452,Cryosurgery,386,2025/01/01-2025/12/31,435,2024/01/01-2024/12/31
D003453,Cryptococcosis,265,2025/01/01-2025/12/31,306,2024/01/01-2024/12/31
D003454,Cryptococcus,309,2025/01/01-2025/12/31,298,2024/01/01-2024/12/31
D003455,Cryptococcus neoformans,234,2025/01/01-2025/12/31,245,2024/01/01-2024/12/31
D003456,Cryptorchidism,99,2025/01/01-2025/12/31,147,2024/01/01-2024/12/31
D003457,Cryptosporidiosis,166,2025/01/01-2025/12/31,196,2024/01/01-2024/12/31
D003458,Cryptosporidium,207,2025/01/01-2025/12/31,232,2024/01/01-2024/12/31
D003459,Crystallins,80,2025/01/01-2025/12/31,73,2024/01/01-2024/12/31
D003460,Crystallization,753,2025/01/01-2025/12/31,658,2024/01/01-2024/12/31
D003461,Crystallography,3147,2025/01/01-2025/12/31,2772,2024/01/01-2024/12/31
D003462,Cuba,47,2025/01/01-2025/12/31,62,2024/01/01-2024/12/31
D003463,Cues,1530,2025/01/01-2025/12/31,1559,2024/01/01-2024/12/31
D003464,Culdoscopy,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003465,Culex,269,2025/01/01-2025/12/31,313,2024/01/01-2024/12/31
D003466,Cultural Characteristics,73,2025/01/01-2025/12/31,105,2024/01/01-2024/12/31
D003467,Cultural Deprivation,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003468,Cultural Evolution,71,2025/01/01-2025/12/31,73,2024/01/01-2024/12/31
D003469,Culture,5534,2025/01/01-2025/12/31,5665,2024/01/01-2024/12/31
D003470,Culture Media,4124,2025/01/01-2025/12/31,3749,2024/01/01-2024/12/31
D003471,Cuprizone,82,2025/01/01-2025/12/31,80,2024/01/01-2024/12/31
D003472,Curare,0,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D003473,Neuromuscular Nondepolarizing Agents,83,2025/01/01-2025/12/31,86,2024/01/01-2024/12/31
D003474,Curcumin,1523,2025/01/01-2025/12/31,1443,2024/01/01-2024/12/31
D003475,Curettage,117,2025/01/01-2025/12/31,116,2024/01/01-2024/12/31
D003476,Curium,1,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003479,Curriculum,4452,2025/01/01-2025/12/31,4746,2024/01/01-2024/12/31
D003480,Cushing Syndrome,192,2025/01/01-2025/12/31,225,2024/01/01-2024/12/31
D003481,Cuspid,196,2025/01/01-2025/12/31,187,2024/01/01-2024/12/31
D003482,Custodial Care,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003483,Cutis Laxa,11,2025/01/01-2025/12/31,19,2024/01/01-2024/12/31
D003484,Cyanamide,4,2025/01/01-2025/12/31,4,2024/01/01-2024/12/31
D003485,Cyanates,54,2025/01/01-2025/12/31,50,2024/01/01-2024/12/31
D003486,Cyanides,399,2025/01/01-2025/12/31,365,2024/01/01-2024/12/31
D003487,Cyanoacrylates,134,2025/01/01-2025/12/31,149,2024/01/01-2024/12/31
D003488,Cyanogen Bromide,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003489,Cyanoketone,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003490,Cyanosis,58,2025/01/01-2025/12/31,57,2024/01/01-2024/12/31
D003491,Cybernetics,6,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D003492,Cycasin,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003493,Cyclacillin,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003494,Cyclamates,3,2025/01/01-2025/12/31,8,2024/01/01-2024/12/31
D003495,Cyclandelate,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003496,Cyclazocine,0,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D003497,Cyclic N-Oxides,120,2025/01/01-2025/12/31,120,2024/01/01-2024/12/31
D003498,Cyclic P-Oxides,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003499,Cyclic S-Oxides,4,2025/01/01-2025/12/31,19,2024/01/01-2024/12/31
D003500,Cyclization,251,2025/01/01-2025/12/31,208,2024/01/01-2024/12/31
D003501,Cyclizine,0,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D003503,Cyclobutanes,65,2025/01/01-2025/12/31,57,2024/01/01-2024/12/31
D003504,Ancitabine,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D003505,Cyclodextrins,850,2025/01/01-2025/12/31,771,2024/01/01-2024/12/31
D003506,Cyclofenil,0,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D003508,Cycloheptanes,91,2025/01/01-2025/12/31,107,2024/01/01-2024/12/31
D003509,Cyclohexanecarboxylic Acids,1625,2025/01/01-2025/12/31,1648,2024/01/01-2024/12/31
D003510,Cyclohexanes,4973,2025/01/01-2025/12/31,5324,2024/01/01-2024/12/31
D003511,Cyclohexanols,351,2025/01/01-2025/12/31,465,2024/01/01-2024/12/31
D003512,Cyclohexanones,82,2025/01/01-2025/12/31,92,2024/01/01-2024/12/31
D003513,Cycloheximide,14,2025/01/01-2025/12/31,16,2024/01/01-2024/12/31
D003514,Cyclohexylamines,136,2025/01/01-2025/12/31,155,2024/01/01-2024/12/31
D003515,Cycloleucine,0,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D003516,Cycloparaffins,8437,2025/01/01-2025/12/31,8745,2024/01/01-2024/12/31
D003517,Cyclopentanes,1005,2025/01/01-2025/12/31,965,2024/01/01-2024/12/31
D003518,Cyclopenthiazide,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
