ISSN1,ISSN2,Sourceid,SJR
1535-2811,1535-282X,23114,0.31
1674-7607,,19700171106,0.31
2703-1322,,21101177468,0.31
1744-697X,1744-6961,18700156715,0.31
1735-8639,1735-9287,19700176038,0.31
1672-2132,,21101271529,0.31
2424-8363,2424-8355,21100867681,0.31
0897-3962,,21100207615,0.31
1874-5393,1875-8894,19700175158,0.31
1611-9665,1618-5293,21100378965,0.31
0717-9324,0717-9707,23432,0.31
1439-0264,0340-2096,17124,0.31
2500-008X,,21100898952,0.31
1560-2303,0091-3286,12316,0.31
2452-3216,,21100904201,0.31
2160-8563,2160-8555,87075,0.31
1000-0054,,22798,0.31
1983-0807,1806-4892,19300157111,0.31
1044-9612,2330-7102,26852,0.31
1871-515X,,21100211737,0.31
2007-4298,2007-4476,21100244622,0.31
2089-3191,2302-9285,21100826382,0.31
1551-3815,1551-3823,144723,0.31
2603-3380,,21101089389,0.31
2300-3405,0867-6356,21100208036,0.31
2611-6189,,21100994466,0.31
2775-2658,,21101160642,0.31
1876-0104,1613-7272,21100275968,0.31
2705-0793,2705-0785,21101194976,0.31
2047-6507,1747-5198,19700184900,0.31
0926-227X,1875-8924,28931,0.31
2399-1623,,21101166820,0.31
2165-316X,2165-3151,21100448516,0.31
1511-2780,,21100205927,0.31
2052-7217,,21101168855,0.31
2578-5281,,21101105293,0.31
1862-8338,1862-832X,12600154731,0.31
0717-3644,0718-221X,4700152859,0.31
2070-0482,2070-0490,21100382607,0.31
1555-9475,1934-578X,17700155034,0.31
2050-2877,2050-2885,21100254353,0.31
2391-5471,,21100375849,0.31
1315-9518,,5600152899,0.31
1220-1766,1841-429X,19900191737,0.31
2712-0562,,21101181972,0.31
2008-8140,,21100882155,0.31
2044-1290,2044-1282,21100204305,0.31
1527-2133,0003-1283,18546,0.31
1351-3958,1467-8381,28407,0.31
1884-0205,1342-4815,13171,0.31
8756-7555,1930-8299,21100837257,0.31
2345-3982,2383-2533,21101089973,0.31
0013-8738,1555-6689,19809,0.31
2219-5491,,21100204301,0.31
1007-7812,,12889,0.31
1473-8724,1473-8716,4700151613,0.31
1541-5015,,21100398494,0.31
1078-3458,1940-5200,11300153503,0.31
2161-1939,2159-0311,21100205738,0.31
1940-9214,1528-9168,21100329892,0.31
1364-551X,0959-9436,24773,0.31
2673-3269,,21101162537,0.31
0191-9601,1526-3347,15758,0.31
2690-3342,2690-3334,21101200922,0.31
1066-5285,1573-9171,21510,0.31
1588-2896,0081-6906,26948,0.31
1849-1545,1332-7461,16523,0.31
2352-1457,2352-1465,21100448300,0.31
1058-7187,1548-7458,12100156149,0.31
0044-2771,1439-7803,25394,0.31
0587-4254,,26937,0.3
2532-683X,2464-9309,21101162625,0.3
2663-0419,2218-8754,21101049623,0.3
1993-0445,1005-1031,5600157614,0.3
2602-473X,,21101017706,0.3
2576-8476,1051-1431,21101046173,0.3
2321-5410,1326-365X,21100827444,0.3
1097-0967,0008-0845,86937,0.3
2376-1199,2376-1202,21100842666,0.3
2310-7103,,21100903424,0.3
1001-5620,,20144,0.3
2328-9686,1064-3958,15183,0.3
2423-3765,2423-4311,21101021452,0.3
2624-5647,,21101107325,0.3
2096-3246,,21100805730,0.3
2468-6476,2468-6484,21101140334,0.3
2164-2974,2164-2958,21100238651,0.3
1311-1728,1314-8060,21100841738,0.3
1025-6016,1477-2639,24138,0.3
1749-7221,,5800179587,0.3
1556-3715,1556-3707,7500153109,0.3
0091-4169,,20357,0.3
1872-2636,1872-261X,16800154742,0.3
1865-0368,1865-035X,19400158510,0.3
1361-374X,1468-0106,25587,0.3
2345-2625,2322-5521,21100820130,0.3
0090-3507,,87615,0.3
0370-4327,,21100205924,0.3
1576-6578,0210-0010,19269,0.3
2345-3605,1026-3098,24196,0.3
1793-6667,0218-625X,18374,0.3
1330-3651,,14569,0.3
0041-4301,,16222,0.3
1000-3835,,14618,0.3
1852-4834,0326-4815,52374,0.3
1942-2962,1942-2970,19700175100,0.3
2356-5322,0126-1568,21100826324,0.3
2712-0082,,21101107165,0.3
1749-8848,,19400158376,0.3
1805-4854,1805-4862,21100871796,0.3
2169-4826,2169-4834,21100824878,0.3
2150-6698,0099-0086,14239,0.3
1521-3986,0863-1042,27458,0.3
1405-9193,,21100244605,0.3
1874-9348,1211-9520,18544,0.3
1001-1609,,13225,0.3
1945-0265,1945-0257,17700156201,0.3
0819-8691,0311-3248,21100223135,0.3
0975-7651,0976-6952,21100204904,0.3
1826-9745,2283-2998,21100440523,0.3
2056-6530,2056-6522,21100932525,0.3
1757-5850,1757-5869,21100202502,0.3
2455-5673,2455-8931,21100869506,0.3
1055-3835,2161-1874,19500157216,0.3
1751-7877,0162-9778,20178,0.3
2355-6994,1978-6301,21100780796,0.3
2162-7177,1321-6597,21100454434,0.3
2694-1902,,21101152613,0.3
2210-5956,2210-5948,21100403904,0.3
1989-9904,0213-2338,21100456735,0.3
2798-5245,,21101176033,0.3
1008-4495,,21101197355,0.3
2047-9018,0029-6570,12100157001,0.3
1753-495X,1753-4968,21100316021,0.3
1897-3191,1730-413X,145423,0.3
1338-984X,1335-1745,21100220151,0.3
1791-7735,1791-5961,21100228533,0.3
0085-5626,1806-9665,4300151406,0.3
1519-3829,,4700152203,0.3
0268-2141,,5800207571,0.3
1865-2646,1865-2654,21100820755,0.3
0001-6462,,15190,0.3
2527-9238,2407-814X,21101046171,0.3
2572-6846,2572-6838,21100872189,0.3
1923-1245,0004-0843,19348,0.3
2772-6134,,21101134738,0.3
2731-7005,2731-7013,21101123953,0.3
0090-0656,1937-4518,12802,0.3
2454-1001,1336-6157,21100887441,0.3
2813-2890,,21101251280,0.3
1995-1272,,21100897202,0.3
2579-9150,2579-9207,21101257967,0.3
1995-0837,1995-0829,17600155120,0.3
1053-5381,,20452,0.3
2008-0700,1735-4668,19700174989,0.3
2038-5625,,19700201526,0.3
1864-1245,1547-7029,12327,0.3
1754-5951,0022-5258,18900,0.3
2468-4287,,21100828127,0.3
2147-625X,,21101246823,0.3
0305-7518,,22474,0.3
0860-8229,,19200156954,0.3
1074-7931,2331-2637,17947,0.3
2300-8423,0030-6657,14303,0.3
2673-7167,,21101203737,0.3
2413-5844,,21101083166,0.3
1940-9133,0735-1690,13419,0.3
0033-3883,2064-2849,26287,0.3
2423-9097,2432-163X,21101254622,0.3
0718-0101,0719-4633,21101040630,0.3
0136-0027,2307-7336,21100439341,0.3
2450-050X,2391-7997,21100967508,0.3
2639-5355,,21101089566,0.3
1090-3941,,19222,0.3
2524-4434,2096-9384,21101080425,0.3
2057-8911,2057-892X,21100873079,0.3
1972-6007,0009-9074,29300,0.3
2255-9922,,21101170609,0.3
1131-6993,1988-2327,21100204103,0.3
1543-4079,1543-4060,56524,0.3
2073-6673,2782-5221,21100824452,0.3
1592-1107,,15682,0.3
2166-5478,,21100258634,0.3
2036-9913,2533-168X,21100468670,0.3
1735-3645,1735-3572,15500154701,0.3
2090-1976,2090-1968,19700201407,0.3
0974-3227,0974-6897,21101056445,0.3
0022-1791,,4700152620,0.3
0893-2190,1550-5073,28242,0.3
0974-598X,0970-2113,19700174898,0.3
2573-4377,,21100933994,0.3
2663-5151,2220-0622,21101145498,0.3
2236-3777,1809-9939,21100224446,0.3
1337-9038,1338-4309,21100208061,0.3
1436-0578,1434-6222,12408,0.3
0568-5435,,21100811145,0.3
2675-2824,,21101030455,0.3
1937-8327,0898-5952,17300154913,0.3
2732-527X,,21101062800,0.3
0102-6909,1806-9053,4700152250,0.3
1809-4546,0100-6991,10800153307,0.3
2412-8333,0041-5790,17768,0.3
2312-6337,2712-9608,21101162620,0.3
1984-4689,1984-4670,19700201507,0.3
2052-5206,2052-5192,21100246534,0.3
1000-1050,,23923,0.3
2645-5552,2645-5382,21101070920,0.3
2466-4847,2466-4677,21100981107,0.3
1539-4077,1463-4988,16730,0.3
2232-5131,2350-4226,21100780471,0.3
0217-5959,1793-7019,23110,0.3
1860-6261,0252-9599,25348,0.3
1469-5901,1364-2537,19900191978,0.3
0016-7894,2587-8263,16406,0.3
1524-8879,,5700166959,0.3
2161-8089,2161-8070,20500195424,0.3
2373-0803,2693-3551,76112,0.3
1743-4963,1743-4955,8000153105,0.3
2010-3689,,21100921050,0.3
2008-823X,1028-852X,15238,0.3
2523-2533,,21101052348,0.3
2458-973X,,21101171595,0.3
8750-7315,1930-8264,15216,0.3
2090-2565,1687-1537,21100465128,0.3
0453-3402,,21100321693,0.3
1934-8401,0884-5913,19700173017,0.3
0002-9920,,145509,0.3
2046-8954,2046-8962,21100318814,0.3
0975-3575,,19700175096,0.3
2383-4501,2383-451X,21100927979,0.3
0184-7783,,27371,0.3
1004-2954,,21101266458,0.3
0037-1998,1613-3692,5700153989,0.3
1502-7791,0039-338X,19900191856,0.3
0041-1612,,20869,0.3
2624-599X,,21101087776,0.3
1730-7503,,300147009,0.3
2299-8624,,21101070987,0.3
0006-8136,2658-6339,17305,0.3
1805-4447,1211-9059,13771,0.3
1336-5835,2199-6512,21100894206,0.3
1028-2580,,5700163881,0.3
1433-0407,0028-2804,17438,0.3
0251-3625,2166-8604,4000148818,0.3
1212-3609,,5400152710,0.3
1468-0300,0391-5026,20001,0.3
2392-1641,2450-0097,21101026934,0.3
1811-833X,2311-7133,21100837232,0.3
2514-2119,,21100912210,0.3
2410-7433,1792-1341,21100301417,0.3
0930-343X,1435-0130,21128,0.3
2773-1863,2773-1871,21101263036,0.3
1368-2199,1743-131X,25962,0.3
1998-3808,0971-3026,71748,0.3
1687-5877,1687-5869,19700186861,0.3
0047-0767,,19846,0.3
2416-089X,,21100862232,0.3
2514-4774,,21101218132,0.3
1943-4898,,23163,0.3
2692-4951,2692-496X,21101177511,0.3
0971-9202,0975-6434,19700175455,0.3
2255-8640,2255-8632,21100817647,0.3
2014-2862,,21100894554,0.3
0028-2448,,21100403901,0.3
2703-4542,,21101034469,0.3
0210-2862,2013-9004,5600153108,0.3
1133-682X,,21100202753,0.3
1068-0314,,13706,0.3
1468-6783,1471-406X,27034,0.3
1680-0826,,21100843025,0.3
0278-4807,,29380,0.3
0869-8643,,5000154402,0.3
1909-0528,,21101072371,0.3
2423-4214,2345-5357,21100847272,0.3
0323-5408,1477-2906,100147320,0.3
0103-636X,1980-4415,19900191880,0.3
2014-7910,,21100832763,0.3
1847-9375,,21100843529,0.3
2097-1842,,21100226804,0.3
0210-0266,,18725,0.3
2101-0315,0399-0974,12065,0.3
2451-8484,2451-8492,21101134735,0.3
1467-7709,0145-2096,14667,0.3
0016-7223,,28629,0.3
2051-5553,2051-5561,21100847481,0.3
1696-2060,,21101122806,0.3
1945-1253,0018-5787,22338,0.3
1807-5762,1414-3283,12045,0.3
0949-149X,,12345,0.3
2823-1465,,21101166979,0.3
2365-9033,,21100933833,0.3
2374-250X,1042-5055,21100856608,0.3
1062-7391,1573-8736,21101183615,0.3
1309-9108,,21100429296,0.3
1422-2213,1747-1796,21100316000,0.3
1008-9292,,21427,0.3
2468-4562,2468-4570,21101033150,0.3
2210-4127,2210-4119,21100390172,0.3
1752-1459,1752-1440,21100792560,0.3
2299-0461,2450-5781,21100872779,0.3
2618-8945,1026-9428,29675,0.3
2047-8976,1354-5760,4800154001,0.3
2519-593X,0258-2236,15403,0.3
2383-2886,1735-403X,19700189400,0.3
1432-881X,1432-2234,21970,0.3
1888-5063,2013-1631,19700186871,0.3
0041-1345,1873-2623,19279,0.3
1300-6320,2146-3077,7600153107,0.3
2412-4354,1814-9545,21100805726,0.3
1588-2551,0001-5210,7100153130,0.3
2523-3955,,21101022444,0.3
2372-0352,,21100932467,0.3
2352-4146,1995-7645,19700169713,0.3
1874-4710,1874-4729,19700175244,0.3
1300-1337,,21100283777,0.3
2075-9517,,21100939681,0.3
0935-7335,,144919,0.3
1879-4750,0924-0608,26579,0.3
2331-124X,2331-1231,21101162553,0.3
2065-4421,1842-5135,19200156806,0.3
2732-4044,2732-4036,21101218126,0.3
2042-7808,2042-7816,21100236227,0.3
1973-7459,2533-2279,21100331504,0.3
2475-8876,,21101087142,0.3
2645-5390,,21101196744,0.3
1798-2340,,21101017116,0.3
1107-0625,,28749,0.3
2737-4173,2737-4165,21101052736,0.3
1027-6084,,300147003,0.3
1343-1420,1349-6867,27230,0.3
2724-6329,2724-6337,21101044937,0.3
2414-3324,,21101073951,0.3
1439-1058,0937-2032,18135,0.3
1454-9069,,21100241779,0.3
0102-4442,2176-2767,21101176853,0.3
2220-802X,,21101089508,0.3
1949-0569,,21101076082,0.3
2328-7047,2328-7055,21101023769,0.3
0094-6354,2162-5239,26729,0.3
1592-9566,1121-1539,19700188351,0.3
0091-7370,1550-8080,26785,0.3
0066-6742,1988-3110,19700173138,0.3
2658-5537,0409-2961,28662,0.3
1469-3542,1353-0194,25590,0.3
1573-8388,0009-3130,25815,0.3
2332-886X,,21100929312,0.3
0719-2681,0716-2278,21100792726,0.3
1650-9544,,12600154786,0.3
0929-998X,,5800207812,0.3
2065-1198,2065-0817,21100286463,0.3
1439-4421,0941-3790,20796,0.3
1520-6130,,26058,0.3
2949-7086,,21101244202,0.3
0970-9134,0973-7723,12100155625,0.3
0367-973X,2248-9800,100766,0.3
2061-2125,2061-2079,19900191878,0.3
2364-7485,,21100934095,0.3
1740-2832,1740-2840,6200180167,0.3
0218-2130,1793-6349,4700152645,0.3
1363-5387,,21100197179,0.3
1993-0461,2225-157X,21100242235,0.3
2347-212X,,21100970232,0.3
1566-1679,,145201,0.3
2250-0545,2250-0553,21100831410,0.3
2212-5043,1016-7315,19500157307,0.3
2067-4082,2068-9969,21100322898,0.3
0023-6942,,16955,0.3
2045-0893,2045-0885,21100463101,0.3
0091-679X,,18591,0.3
0947-0875,2363-7013,144607,0.3
1941-8744,1941-8752,21100783389,0.3
1941-7527,1941-7519,21100244860,0.3
2047-0770,2047-0789,21100820624,0.3
2643-1483,2643-1394,21101178641,0.3
2214-3955,2214-3947,21101122882,0.3
0716-078X,0717-6317,13561,0.3
1852-4826,1852-060X,21101033505,0.3
1988-429X,0034-9712,5600152919,0.3
1582-8271,1841-4273,19700170038,0.3
1608-3407,1021-4437,17169,0.3
0081-6426,,26826,0.3
1684-9965,1684-9973,4800152315,0.29
0195-7910,1533-404X,27713,0.29
0001-3765,1678-2690,18659,0.29
1839-7387,1036-0026,21101148008,0.29
0009-8558,1471-8030,22523,0.29
1753-5379,0250-0167,19900191348,0.29
2212-3911,1574-8863,5800173386,0.29
2221-4070,,21100899640,0.29
2444-877X,2444-8788,21101064804,0.29
2308-4057,2310-9599,21100777291,0.29
1533-2276,2470-9565,21100972436,0.29
0019-5022,,33723,0.29
2074-9074,2074-9082,21101077474,0.29
1327-2314,1875-8827,19900193685,0.29
1006-5911,,22679,0.29
1860-711X,1860-7128,4700152637,0.29
2360-0853,,21100396385,0.29
1001-6872,,57240,0.29
1022-8195,1753-5395,5800207780,0.29
1839-3713,1033-2839,21101240974,0.29
2651-205X,,21101200967,0.29
2476-7123,2476-3489,21100967718,0.29
0957-4565,,13056,0.29
2151-321X,2151-3228,19700182119,0.29
2050-1684,,21100244210,0.29
0211-2159,1576-8597,13375,0.29
2327-4433,0734-9149,21101087105,0.29
0934-9847,1432-2110,13859,0.29
0967-828X,,21517,0.29
1303-6130,1300-0527,21986,0.29
2147-9100,,21100889417,0.29
1608-3024,0003-6838,16806,0.29
2175-1188,0037-8712,19700201433,0.29
2587-9766,2220-4156,21100906907,0.29
1499-6685,,21100899617,0.29
2008-6172,2008-6164,21100211328,0.29
2515-8163,,21101019710,0.29
2374-3832,,21100784997,0.29
1875-6697,1573-4099,4700152609,0.29
1474-0036,0960-4286,17999,0.29
2090-2840,2090-2859,21100853574,0.29
2708-0226,1998-4634,21101101860,0.29
2539-6218,2539-6161,21100868216,0.29
1998-6041,1998-605X,21101071896,0.29
0016-7487,,28758,0.29
1548-7717,1548-7725,88934,0.29
2423-6713,2423-6705,21101023923,0.29
1029-0389,0095-8972,24177,0.29
1095-8614,0305-7488,29276,0.29
1573-3645,1041-3545,15963,0.29
1537-5358,0022-2801,15883,0.29
1881-5472,0386-5991,19700176234,0.29
2232-111X,1985-2533,21100823138,0.29
2345-0037,2029-4581,21100787535,0.29
2617-5428,,21101053500,0.29
2199-8876,,21100901570,0.29
1467-9264,0066-7374,5700160142,0.29
0038-1969,,16000154755,0.29
0926-9630,,19582,0.29
2644-4690,,21101049048,0.29
0862-7940,,25145,0.29
1007-2802,,69809,0.29
1413-7054,1981-1829,19200157040,0.29
1686-5456,2408-2384,21100840089,0.29
2149-5637,,21101034520,0.29
0017-1557,,37473,0.29
2326-3288,2326-330X,21100300689,0.29
2578-3270,,21101099125,0.29
2676-6167,2538-5100,21101206092,0.29
2183-0606,,21101053537,0.29
1745-9737,1745-9745,11600153442,0.29
0730-3084,2168-3816,21100890306,0.29
1883-8049,0915-3942,21100197345,0.29
2287-9307,1225-6161,21101042015,0.29
2767-8490,,21101062346,0.29
0258-2279,,5700154656,0.29
0217-9849,1793-6640,29055,0.29
2230-6579,2230-6587,21101048855,0.29
2000-0669,0283-2631,25506,0.29
2373-9231,,21100778750,0.29
1530-1877,1558-1780,21100395950,0.29
1989-709X,2171-2085,21100453516,0.29
2041-6962,0038-4283,16000154708,0.29
1061-0022,1547-7371,21100223169,0.29
0120-4157,2590-7379,77291,0.29
0010-1354,1730-6302,21100199542,0.29
0495-5331,,21101164996,0.29
0793-0283,2191-0197,24080,0.29
2548-3161,2442-6571,21100890645,0.29
1555-6824,,17700156741,0.29
1936-6744,,21100869515,0.29
0185-1667,,6400153148,0.29
2471-4607,,21101122746,0.29
0972-2823,0022-3859,16002,0.29
1710-1166,1198-9742,22451,0.29
2029-9990,2335-2000,21100927390,0.29
1348-6160,1343-4152,11600154147,0.29
1874-0707,,19700175073,0.29
1874-2858,,19700201628,0.29
1517-6398,1983-4063,19700182009,0.29
2052-9597,1740-3812,21100890619,0.29
2014-6418,,21100899302,0.29
1669-9637,0041-6932,19900191818,0.29
0813-0426,,19700182211,0.29
1937-156X,2162-4097,21101115664,0.29
0210-1696,,21100217604,0.29
2093-9175,2233-8853,21100867371,0.29
1451-3749,1820-7863,21100455546,0.29
1888-3443,2695-6594,21101114559,0.29
2391-436X,2299-9590,21100894627,0.29
0917-415X,1882-5729,57563,0.29
0042-7500,2367-4156,38175,0.29
0044-2313,1521-3749,22010,0.29
1562-6865,1063-7710,12922,0.29
0870-399X,1646-0758,26591,0.29
1687-8639,1687-8647,21100228109,0.29
1459-6067,,96395,0.29
2651-3668,2618-6381,21101021574,0.29
1557-4660,,21101090675,0.29
1486-3847,2292-9592,30027,0.29
1913-200X,,6800153102,0.29
1087-2108,,24373,0.29
2667-1646,2097-0587,21101078839,0.29
2166-3033,2164-8034,21101048046,0.29
1976-7684,,21100201906,0.29
1553-779X,2194-5756,4000151909,0.29
2200-4270,,19700183131,0.29
1746-0689,1878-0164,144918,0.29
2009-7379,,21100836293,0.29
0193-3922,,5600154732,0.29
2353-0588,2299-9965,21101121563,0.29
0021-9665,1945-239X,24023,0.29
2093-7814,1225-9578,21101027626,0.29
1309-3568,2149-374X,21100945764,0.29
2229-8932,,21100466809,0.29
1882-0743,1348-6535,22042,0.29
2503-1023,0854-8919,21101179113,0.29
2466-1546,1225-8318,21100914244,0.29
1117-1936,2468-6875,72260,0.29
1727-7051,1810-5467,19700170105,0.29
1138-414X,1989-6395,21100215938,0.29
1989-9386,2171-1976,21100197358,0.29
2624-960X,,21101043793,0.29
1722-1137,,19900191542,0.29
2618-7213,2405-4739,21100942841,0.29
0038-0741,1573-9279,17390,0.29
1336-4561,,110180,0.29
2006-0165,,19700175226,0.29
2079-0961,2079-0988,21100808409,0.29
1943-0787,1943-0779,19900191541,0.29
0006-3657,1944-6705,21469,0.29
1001-4861,,25332,0.29
1539-6754,2573-1483,21101119536,0.29
1825-3997,,19900192538,0.29
1636-9874,,20600195637,0.29
0253-2239,,29717,0.29
1749-6977,1749-6985,14000155247,0.29
1061-1711,1615-5939,23761,0.29
1347-4065,0021-4922,28117,0.29
1994-6953,2304-8069,21100897755,0.29
2239-6268,1974-7071,21100320405,0.29
1741-2897,1468-795X,100147325,0.29
1687-5249,1687-5257,6400153154,0.29
1793-706X,1084-9467,11700154320,0.29
1540-4099,0895-2833,23703,0.29
2338-5847,2085-8272,21101075855,0.29
1537-5366,0047-2530,16269,0.29
1477-4607,0022-5185,5800227547,0.29
1532-6578,1062-0303,28257,0.29
2687-654X,,21101259016,0.29
0469-6255,,24103,0.29
1946-3855,1946-3901,19700174710,0.29
2001-7413,2001-7405,21101144403,0.29
0038-0946,1608-3423,28246,0.29
2667-6370,2667-677X,21100909460,0.29
1109-2769,,144884,0.29
2412-1908,,21101021170,0.29
0253-3782,,27880,0.29
0589-1019,,34202,0.29
0325-0075,1668-3501,14512,0.29
0136-1694,2312-4202,21101105299,0.29
1078-4535,,27627,0.29
1584-1057,2065-5002,19700182214,0.29
2052-0573,,21100853015,0.29
0718-1043,0716-0925,7000153201,0.29
2386-4095,,21101037316,0.29
2008-2487,2008-370X,21100869220,0.29
2712-0554,,21101090832,0.29
2731-8400,,21101153080,0.29
2693-9177,,21101131203,0.29
0972-6292,2590-1753,23441,0.29
1822-8038,1822-8011,21100896940,0.29
2153-2648,,21100283367,0.29
2281-1559,0035-6190,78505,0.29
1006-852X,,40047,0.29
0254-4164,,26131,0.29
1429-7426,2083-4535,19600162167,0.29
0373-3505,2037-5298,21100846307,0.29
2322-181X,2345-2005,21100826658,0.29
1794-0915,,19200157116,0.29
2471-8963,,21100901146,0.29
1234-2238,,18300156724,0.29
1390-6291,1390-8618,21101089124,0.29
2172-7775,,21100896938,0.29
1405-6666,,5700176609,0.29
0036-7281,1664-2848,18870,0.29
1366-3666,2042-8790,18200156704,0.29
2277-8047,,21101272728,0.29
0353-9466,1333-9451,26518,0.29
0168-9673,,144829,0.29
2225-2002,2225-2010,21100824974,0.29
2214-2312,2214-2304,21100914238,0.29
0774-5141,,5800207802,0.29
2605-3322,0212-9426,9100153110,0.29
2413-1830,2500-1019,21100812103,0.29
2473-9510,,21101042191,0.29
1640-9019,2084-4506,21100970321,0.29
1873-4251,1570-162X,21834,0.29
2452-0144,,21100445644,0.29
0016-7789,1854-620X,26894,0.29
2212-3989,1871-5265,4600151527,0.29
2052-465X,0020-7020,25795,0.29
2509-9965,,21101017385,0.29
1744-5531,1744-5523,21100242411,0.29
2468-3574,,21100810718,0.29
1082-6742,,18295,0.29
2045-855X,2045-8568,21100905324,0.29
2518-0169,2410-9991,21100937445,0.29
1736-6518,2228-0987,21100857115,0.29
2423-8112,,21101097251,0.29
1404-1634,,5800207412,0.29
1738-8228,,5900153313,0.29
0343-6993,,24574,0.29
0129-6612,,23067,0.29
0093-4666,,19862,0.29
0342-7536,2367-5365,21057,0.29
1575-1430,,5800207642,0.29
1958-9190,1634-2941,40309,0.29
1574-3012,1023-0807,21100774309,0.29
2452-3666,,21101052353,0.29
1973-3909,,21100944283,0.29
0100-2945,,4700152500,0.29
1982-3134,0034-7612,10800153306,0.29
1607-4041,,5000159706,0.29
2288-7474,2288-8063,21100844882,0.29
2666-5727,,21101080185,0.29
0371-750X,2165-5456,21664,0.29
1536-0253,0894-8771,17949,0.29
2669-218X,1648-4444,21101058914,0.29
1230-2945,,14502,0.29
1875-6646,1573-4072,5800173401,0.29
2948-295X,,21101244545,0.29
0975-928X,,21100773807,0.29
2782-4861,,21101266015,0.29
0169-2968,,28474,0.29
1554-964X,1554-9658,145573,0.29
1363-9811,1469-8382,16446,0.29
1028-6276,,9500154102,0.29
2769-1357,2769-1365,21101142547,0.29
1995-6681,,21101042153,0.29
2562-783X,,21101186193,0.29
2424-9149,2424-9130,21101039445,0.29
2148-7847,,21100835668,0.29
2339-1995,2356-0851,21101044729,0.29
1985-207X,,11600153409,0.29
0301-4223,,23257,0.29
1451-3994,,19200157111,0.29
1578-178X,0033-8338,17847,0.29
2772-4352,2772-4344,21101055117,0.29
0034-8341,1988-3188,24328,0.29
1983-4195,,21101226948,0.29
2393-8617,2394-9872,21101058223,0.29
2568-020X,2567-8833,21101162971,0.29
1755-2923,1755-2931,19900188060,0.29
0167-5427,1996-7292,12400154704,0.29
1876-4401,1872-9312,6400153108,0.29
1584-8663,,19200156904,0.29
0716-7776,0719-0646,21101019621,0.29
1573-4110,1875-6727,4000151702,0.29
1875-6786,1573-4137,4700152612,0.29
1555-5860,1741-9166,11600153671,0.29
0378-777X,,21499,0.29
2167-8707,,21100285419,0.29
2664-777X,,21101073270,0.29
1000-8527,,21101198492,0.29
2075-1109,2075-1087,19700188366,0.29
2308-1163,2542-2308,21100863623,0.29
1024-2708,,13974,0.29
0862-867X,,5400152632,0.29
0123-3432,,19700169822,0.29
0973-1458,0974-9845,145208,0.29
1088-467X,1571-4128,11300153726,0.29
1925-7066,,21101188859,0.29
1478-9647,1478-9655,21100242265,0.29
1448-0220,,21100223321,0.29
1815-347X,,21100228051,0.29
1542-8052,,4700152841,0.29
2458-942X,,21101046691,0.29
2190-5983,,21100201026,0.29
0972-8821,0974-6900,12185,0.29
0350-7599,1821-2808,21100912225,0.29
2950-1946,,21101253969,0.29
2340-6305,1130-1473,17488,0.29
1874-3501,,19900193614,0.29
2391-6060,2081-8858,21101021407,0.29
2409-9287,,21101055468,0.29
1934-807X,1541-308X,19700173018,0.29
2079-7567,2183-4105,21100945170,0.29
1828-7344,2240-2950,21100838052,0.29
0734-6018,1533-855X,5700153725,0.29
2221-1268,1607-0658,56235,0.29
2058-6124,,21100904572,0.29
0212-5919,,19400157218,0.29
1301-1111,,19700182301,0.29
1756-3488,0262-8104,19406,0.29
1000-6923,,22618,0.29
1233-2356,2083-5736,22659,0.28
2423-3447,,21100945273,0.28
1617-8106,1430-6395,13852,0.28
2325-5161,0004-3125,21100925880,0.28
1573-8205,1063-4258,29827,0.28
1358-684X,,5700153334,0.28
1347-6297,1347-0442,145430,0.28
1657-9534,0120-8322,99288,0.28
1578-8423,,19900192340,0.28
1345-5834,1881-1019,19700166610,0.28
2305-2546,0251-3420,21100926573,0.28
2378-7007,2160-3855,21100983143,0.28
0371-5736,,99148,0.28
1710-2774,,145061,0.28
0019-1442,,40483,0.28
2156-5570,2158-107X,21100867241,0.28
1747-6763,1549-9324,21100886220,0.28
2013-7087,,21100449122,0.28
0737-4607,,21100265668,0.28
1468-5922,0021-8774,15374,0.28
1360-2365,1466-4410,16400154733,0.28
1750-4589,2515-7949,4000151502,0.28
2246-0918,,21101123259,0.28
0023-2165,1439-3999,14519,0.28
2186-5116,2187-137X,21100937016,0.28
1521-4052,0933-5137,27304,0.28
0249-633X,2275-3230,21101255056,0.28
1319-6138,,18057,0.28
2336-8268,2336-825X,6000177137,0.28
1087-724X,,5800169158,0.28
1608-3288,1066-3622,27036,0.28
2446-4732,2446-4740,21100823383,0.28
2414-6722,2304-1013,21101089565,0.28
2173-917X,0377-4732,27798,0.28
1423-0402,1016-6262,19942,0.28
2572-8288,,21101043786,0.28
1003-5257,2773-0751,21100409314,0.28
2639-541X,,21101075645,0.28
2689-5293,2689-5307,21101021075,0.28
2673-8112,,21101215788,0.28
2325-3290,,21100901168,0.28
2603-3186,0205-3640,21101039255,0.28
2835-947X,2767-9357,94992,0.28
1555-1237,1555-1229,19700201511,0.28
2161-9646,2161-9654,21000195607,0.28
1306-6048,,21100792814,0.28
1755-8050,1755-8069,21100204516,0.28
1686-6576,2673-0014,21100198528,0.28
1941-6253,1941-6261,21100207616,0.28
1743-761X,1743-7601,5200153101,0.28
1673-4831,,5000157110,0.28
2223-8379,2221-6529,21101042485,0.28
2081-9943,,21101024139,0.28
2300-5009,2353-3978,21100367873,0.28
2345-4792,,21101100223,0.28
1937-6537,1937-6529,19900191761,0.28
1934-9408,1063-4576,17600154901,0.28
